"acidity","residualSugar","density","pH","alcohol"
6.2,15,0.99767,3.19,9.6
5.8,1.4,0.98711,3.1,13.9
7.6,9.4,0.99714,3.07,9.4
7.4,3.7,0.99134,3.1,12.5
6.2,15,0.99767,3.19,9.6
6.1,1.4,0.9927,3.19,9.5
6.2,6.5,0.9948,3.19,9.6
6.1,1.4,0.9927,3.19,9.5
6.3,6.3,0.99481,3.18,9.6
7.4,13.7,0.99825,2.9,8.7
7.4,13.7,0.99825,2.9,8.7
7.4,13.7,0.99825,2.9,8.7
7.4,13.7,0.99825,2.9,8.7
7.4,13.7,0.99825,2.9,8.7
7.4,13.7,0.99825,2.9,8.7
7.2,1.5,0.99192,3.18,10.4
7,1.6,0.99184,3.22,10.7
6.6,1.4,0.99019,3.17,12
5.8,3.5,0.98998,3.19,12.1
6.3,1,0.98886,3.31,13.1
6,1.4,0.98998,3.32,12.4
6.7,1.5,0.98949,3.24,12.6
7.4,13.7,0.99825,2.9,8.7
6.6,1.6,0.99009,3.15,12
6.8,5.2,0.99252,3.27,11.6
7.1,1.4,0.99288,2.92,9.3
6.3,11.9,0.99659,3.06,9.3
6.9,2.4,0.99133,3.2,11.1
6.8,3.2,0.99324,3.1,10.2
6.4,1.7,0.99164,3.23,10.6
5.8,4.2,0.99107,3.16,11.3
6.9,15.4,0.9986,3.2,9.4
6.5,13,0.99708,3.09,9.3
6.6,5.6,0.99163,2.96,11.1
7.5,9.7,0.99605,3.13,9.9
6.2,2.5,0.99065,3.31,11.8
6.4,4,0.9903,3.26,12.6
6.9,15.4,0.9986,3.2,9.4
7.6,1.2,0.99236,3.06,10.5
5.9,2,0.98948,3.19,12.3
5.3,1.2,0.99045,3.32,11.3
6.4,5.1,0.9939,3.07,9.6
7,1.4,0.98985,3.2,12
7.8,1.2,0.99138,3.09,11.2
6.7,6.5,0.99348,3.12,10.2
8.1,1.3,0.99066,2.98,12.4
6.7,6.5,0.99348,3.12,10.2
7.1,2.7,0.98862,2.94,13.4
5.8,1.3,0.98865,3.24,12.6
6.3,7.4,0.99472,3.18,9.8
7.9,12.9,0.99792,2.94,9.1
8.1,1.3,0.99066,2.98,12.4
8,1.2,0.99035,3.03,12.5
6.7,2.6,0.99086,3.05,11.7
6.7,2.3,0.99013,3.29,12.9
6.2,1.3,0.99266,3.3,10.1
6.9,10.5,0.99517,3.06,10.3
6.7,2.6,0.99086,3.05,11.7
5.9,14.4,0.99666,3.24,10.3
6.1,1.2,0.991,3.34,10.8
5.6,3.1,0.99068,3.25,11.2
6.6,1.7,0.99084,3.29,11.8
6,6,0.9939,3.08,9.8
7.1,11.8,0.99624,3.04,10
6.6,6.2,0.99602,3.24,8.8
6.5,1.4,0.9926,3.14,10.1
7,12.1,0.99718,3.05,9.5
7,12.1,0.99718,3.05,9.5
7,12.1,0.99718,3.05,9.5
6.1,3.9,0.99344,3.07,9.2
8,4.6,0.99184,2.92,12.2
7,12.1,0.99718,3.05,9.5
6,1.2,0.99033,3.22,11.3
6.3,8.1,0.99248,3.26,12.1
6.1,3.9,0.99344,3.07,9.2
5.3,1.1,0.99076,3.51,11.2
5.4,6.5,0.99092,3.29,12.5
6.2,10.1,0.99486,3.31,10.6
5.6,10.7,0.99464,3.25,10.4
5.2,3.2,0.99235,3.44,10.1
6.2,12.4,0.99612,3.11,9.9
6.3,5.2,0.99202,2.97,11
6,5,0.99261,2.94,10
7.5,2.5,0.98964,3.14,12.7
6.6,9.2,0.99206,3.07,12.1
6.3,6.9,0.9938,3.23,10.4
6.3,2,0.99204,3.24,10.4
6.4,15,0.99736,3.14,9.2
6.4,15,0.99736,3.14,9.2
7.5,1.2,0.99192,3.05,10.5
6.4,15,0.99736,3.14,9.2
5.7,1.8,0.99002,3.27,11.9
6.5,10.8,0.996,3.08,10.1
6.4,3.9,0.99237,3.1,11.1
5.9,4.2,0.99214,3.13,10.8
6.8,2,0.99041,3.16,11.8
7.6,13.5,0.9982,3.04,9.2
7.6,13.3,0.99822,3.04,9.2
5.7,2.2,0.9893,3.07,12.3
6.6,1.4,0.99274,3.09,10.1
5.9,1.6,0.99105,3.25,11.4
5.5,2.2,0.99209,3.19,10.4
6.7,14.8,0.99676,3.2,9.8
7,1.8,0.99251,3.3,9.9
6.7,14.8,0.99676,3.2,9.8
5.3,1.3,0.99082,3.48,11.2
7.5,9.9,0.99567,3.15,10.9
6,5.1,0.99416,3.15,9.2
6,5.1,0.99416,3.15,9.2
5.8,1.5,0.9887,2.96,12
5.8,1.5,0.98871,2.96,12.1
3.8,11.1,0.99248,3.75,12.4
6.2,5.25,0.99184,3.22,11.2
6,2.3,0.98952,3.32,12.7
6.9,7.9,0.99267,3.26,12.2
7,8,0.99269,3.26,12.2
5.8,1.4,0.98912,3.23,12.2
6.2,5.25,0.99184,3.22,11.2
6,2.3,0.98952,3.32,12.7
6,2.3,0.9895,3.31,12.7
5.7,3.5,0.98999,3.17,12.1
7.1,13.7,0.9981,3.11,9.4
6.6,9.9,0.995,3.07,10.1
6.9,15.4,0.99848,3.08,9.4
5.7,16,0.99862,3.22,8.9
5.7,16,0.99862,3.22,8.9
5.7,16,0.99862,3.22,8.9
5.7,16,0.99862,3.22,8.9
5.2,2.4,0.98886,3.56,13
7.2,5.5,0.99474,3.08,10.3
5.6,2.3,0.99126,3.07,10.1
6.2,16.8,0.99691,3.23,10.5
5.7,16,0.99862,3.22,8.9
5.7,17.8,0.99773,3.3,10.1
5.7,17.8,0.99773,3.3,10.1
6,6.8,0.9928,3.15,11
6,6.8,0.9928,3.15,11
6,6.8,0.9928,3.15,11
6,6.8,0.9928,3.15,11
7.6,1.6,0.99288,3.08,10
7,4.7,0.99202,2.88,10.5
6.6,11.8,0.99606,2.87,9.7
5.7,17.8,0.99773,3.3,10.1
7.2,15.7,0.99922,3.25,9.4
6.9,5.8,0.99296,3.17,11.2
7.2,15.7,0.99922,3.25,9.4
7.4,9,0.99468,3.1,10.8
7.2,15.7,0.99922,3.25,9.4
6.9,5.8,0.99296,3.17,11.2
7,8.8,0.99388,3.13,11
5.6,10.2,0.99315,3.44,12.4
6.3,6.6,0.99478,3.1,9.4
6.4,6.5,0.99478,3.1,9.4
7.2,8.9,0.99692,3.01,9.5
7.1,11.1,0.99616,3.05,10
6.9,4.2,0.9902,3.16,12.5
6.1,1.6,0.9921,3.39,10.9
5.9,7.4,0.99462,3.38,10.5
6.1,11.5,0.99476,3.22,10.8
6.5,1.6,0.99178,3.38,11
6.2,2,0.99081,3.33,11.8
6.6,4.8,0.99198,3.36,12.6
5.6,9.8,0.99545,3.17,10.2
7.1,1.9,0.98997,3.12,12
6.9,4.2,0.9902,3.16,12.5
6.4,1.6,0.99089,3.32,11.5
6.3,7.3,0.99172,3.2,11.94
6.7,5.4,0.9901,3.12,12.89333333
7.2,10.4,0.99681,3.13,9.4
6.7,1.9,0.9893,3,12.2
6.3,7.3,0.99172,3.2,11.94
6.7,5.4,0.9901,3.12,12.89333333
6.4,7.7,0.99527,3.16,9.5
6.3,11.5,0.99445,3,10.6
7.4,1.2,0.99198,3.04,10.5
8.4,2.2,0.99085,2.89,11.46666667
5.9,1,0.99033,3.4,11.4
6.4,8.2,0.99538,3.12,9.5
7.4,8.3,0.99627,3.11,9.2
6.4,8.2,0.99538,3.12,9.5
6.4,9.3,0.99433,3.23,10.98
6.4,8.1,0.9954,3.12,9.4
6.4,8.2,0.99538,3.12,9.5
7.4,8.3,0.99627,3.11,9.2
7.3,13.9,0.99807,2.94,8.8
7.3,13.9,0.99807,2.94,8.8
7.3,13.9,0.99807,2.94,8.8
7.3,13.9,0.99807,2.94,8.8
7.3,13.9,0.99807,2.94,8.8
7.3,13.9,0.99807,2.94,8.8
7.3,13.9,0.99807,2.94,8.8
6.8,2,0.99232,3.23,10.4
7.3,13.9,0.99807,2.94,8.8
7.4,15.7,0.99788,3.04,10.03333333
5.7,1.2,0.99108,3.44,11.3
5.8,1.5,0.99234,3.37,10.4
6.7,1.2,0.99288,2.96,9.2
7.1,3.2,0.99195,3.11,11.1
6.7,1.2,0.99288,2.96,9.2
7.1,2.6,0.99121,3.03,11.3
7.6,13.2,0.99839,2.98,9.1
7.2,10.4,0.99738,2.96,9.4
7,5.7,0.98963,2.82,13.2
6.4,2.5,0.98946,3.22,12.7
7.3,1.6,0.99178,3.18,10.7
7.4,1.4,0.99136,3.11,11.43333333
6.4,7.4,0.99323,3.27,11.1
6.4,2.5,0.98946,3.22,12.7
6.2,5.6,0.99313,3.25,10.53333333
5.9,3.6,0.9912,3.31,11.6
6.5,7.5,0.99504,3.18,9.533333333
7.2,5.8,0.99461,3.17,9.8
7.3,1.6,0.99178,3.18,10.7
6.5,1.5,0.99008,3.22,12
6.2,2.9,0.98959,3.12,12.8
7.1,11.2,0.99663,3.14,9.5
6.4,9.65,0.99334,2.99,10.93333333
6.3,10.1,0.99561,2.86,9.1
5.9,3.2,0.98959,3.26,12.6
7.1,11.2,0.99663,3.14,9.5
6.5,11.45,0.99418,2.98,10.9
6.4,9.65,0.99334,2.99,10.93333333
6.5,4.5,0.9937,3.02,9.6
7,2.7,0.99372,3.18,9.3
7.1,3.5,0.99157,3.05,11.36666667
6.1,1.7,0.98918,3.14,12.5
6.4,2.1,0.9932,3.16,9.5
6,4.8,0.99235,3.22,11
6.1,5,0.99373,3.02,9.4
6.5,2.6,0.9914,3.21,11.33333333
6.5,6.6,0.99494,2.94,8.8
6.1,5,0.99373,3.02,9.4
5.7,7.3,0.99332,3.31,11.06666667
6.4,5,0.99198,3.22,12.2
7,1.7,0.99142,3.2,11
6.5,2.6,0.9914,3.21,11.33333333
6.4,8.2,0.99542,3.23,9.5
6.4,8.2,0.99542,3.23,9.5
6,5,0.9924,3.28,11
7.1,1.2,0.99112,3.11,11.2
6.7,7.1,0.99534,3.08,9.3
6.3,9.5,0.99338,3.05,10.8
6.2,15.8,0.99804,3.14,9.2
7.3,15.5,0.99899,3.25,9.4
6.2,15.8,0.99804,3.14,9.2
6.4,17.05,0.99724,3.25,10.5
6.3,12.7,0.99526,3.26,10.8
6.6,12.3,0.99676,3.1,9.4
7.4,11.8,0.99699,3.11,9.8
7.4,11.8,0.99699,3.11,9.8
7.4,11.8,0.99699,3.11,9.8
6.6,12.3,0.99676,3.1,9.4
7.4,11.8,0.99699,3.11,9.8
7.1,13.6,0.99461,3.02,12.1
6.8,5.2,0.99116,3.17,12.3
5.2,6.2,0.99362,3.19,9.733333333
5.9,7.9,0.99512,3.21,9.4
5.9,7.9,0.99512,3.21,9.4
6.3,3.3,0.9895,3.17,12.8
6.3,2.8,0.99043,2.92,11.05
5.7,7.9,0.99512,3.21,9.4
6.3,3.3,0.9895,3.17,12.8
5.7,6.3,0.99391,3.11,9.733333333
5.8,4.9,0.98963,3.23,13.1
7.1,10.4,0.99335,3.04,11.5
5.8,4.9,0.98963,3.23,13.1
7.1,10.4,0.99335,3.04,11.5
6.3,16,0.99824,3.08,9.1
5.7,6.3,0.99391,3.11,9.75
6.2,2.2,0.9917,3.19,10.5
6.6,17.3,0.99906,3.08,8.8
6.6,17.3,0.99906,3.08,8.8
6.6,17.3,0.99906,3.08,8.8
6.6,17.3,0.99906,3.08,8.8
6.2,2.2,0.9917,3.19,10.5
6.2,2.2,0.9917,3.19,10.5
6.6,17.3,0.99906,3.08,8.8
6.1,6.6,0.99415,3.22,9.9
6.2,6.5,0.99418,3.22,9.9
6.3,12.3,0.99611,3.11,9.9
6.9,5,0.99124,3.2,12.2
6.1,2.8,0.99179,3.27,10.8
8.1,13.6,0.99886,2.96,8.7
6.6,2.8,0.98924,3.21,13.2
6.7,5.4,0.99045,3.15,12.7
6.9,10.9,0.9969,3.21,9.4
7.2,1.7,0.99196,3.25,11.2
6.5,9.15,0.99339,3.24,11.33333333
6.7,4.5,0.99224,3.36,11.9
6.5,9.15,0.99339,3.24,11.35
6.1,1.4,0.99184,3.22,10.5
7.2,5.9,0.99428,3.09,9.8
6.7,16.4,0.99834,3.06,9.1
6.6,1.2,0.98918,3.16,12.4
6.7,16.4,0.99834,3.06,9.1
7.2,5.9,0.99428,3.09,9.8
5,7.8,0.99241,3.39,11.3
5,7.8,0.99241,3.39,11.3
4.4,2.8,0.98816,3.48,13.1
6.6,2.9,0.98916,3.04,12.5
7.3,2.5,0.99329,3.18,10.3
6.4,12.8,0.99535,3.23,10.7
6.9,12.2,0.99552,3.05,10.4
6.3,7.7,0.99514,3.22,9.5
6.3,2.8,0.99304,3.24,9.8
6.6,2.9,0.98916,3.04,12.5
6.6,17.3,0.9984,3,9.4
6,19.3,0.99911,3.14,9
6,19.3,0.99911,3.14,9
6,19.3,0.99911,3.14,9
6.6,2.7,0.98952,3.24,13
5.9,6.4,0.99403,3.27,9.9
6.6,17.3,0.9984,3,9.4
7.7,2.4,0.99312,3.27,10.6
7.1,2.8,0.98968,3.23,13.4
6.7,1.7,0.98946,3.12,12.5
6.6,15.4,0.9981,3.11,9.3
6.6,15.4,0.9981,3.11,9.3
6.2,4.1,0.99306,3.36,11
6.3,6.6,0.99378,3.2,10.3
6.2,1.2,0.99036,3.24,11.3
6.4,2.1,0.99094,3.03,10.9
4.7,1,0.9908,3.76,11.3
6.2,1.1,0.9899,3.36,12.1
7,1.4,0.99173,3.18,11.1
7.1,1.6,0.99356,3.11,9.8
5.7,9.8,0.99571,3.2,10.1
5.7,1.9,0.98945,3.26,12.4
6,1.3,0.98865,3.11,12.7
6.4,7.9,0.99514,3.14,9.6
6.4,7.9,0.99514,3.14,9.6
6,4.5,0.9943,3.24,9.1
5.9,22.6,0.99636,3.1,12.8
6.4,7.9,0.99514,3.14,9.6
6.2,3.5,0.98987,3.18,12.4
5.8,1.2,0.99288,3.23,9.55
5.8,4.5,0.9943,3.24,9.1
6.7,2,0.99064,3.29,12.5
6.4,7.8,0.99394,3.16,9.9
6.4,0.9,0.99175,3.47,11.2
6.7,2.9,0.98926,3.13,13
6.7,2.9,0.98926,3.13,13
5.8,3.5,0.99057,3.2,11.7
6.1,4.2,0.98898,2.97,13.1
6,9.7,0.9932,3.08,12
6.8,10.5,0.9972,3.36,10.55
7.5,1.1,0.9902,3.04,11.45
6.8,16.1,0.9988,3.18,10.2
7.5,1.1,0.9902,3.04,11.45
6.3,8.1,0.9958,3.1,9.3
6.8,6.2,0.9935,3.09,10.8
5.2,7.7,0.9925,3.27,12.2
7.8,2.4,0.992,3.2,11
6.6,16.3,0.9986,3.35,10.4
7.1,2.3,0.9914,3.14,11.4
5.8,8.4,0.9909,3.26,14.05
6.5,8.5,0.9943,3.03,10.7
6.4,6,0.994,3.15,10.2
6.6,1.1,0.9904,3.22,11.2
5.1,1.75,0.99,3.4,12.33333333
5.8,2.6,0.9902,3.2,11.5
6.7,1.3,0.9925,3.07,9.5
6.8,2.1,0.9886,3.24,13.4
6.1,1.1,0.9898,3.36,12.5
6.1,1.1,0.9898,3.36,12.5
6.8,2.8,0.9904,3.12,11.2
6.1,9,0.9964,3.19,8.8
7.1,2.8,0.9908,3.06,11.2
6.2,2.2,0.9899,3.16,12.7
6.8,5.1,0.993,3,9.8
9,3.5,0.9944,3.14,9.8
5.8,12.7,0.9956,3.32,11.7
5.8,7.5,0.9949,3.19,9.8
6.3,2,0.9929,3.17,9.6
9,3.5,0.9944,3.14,9.8
6.7,14.3,0.9975,3.12,9.7
6.6,9.8,0.995,3.16,10
5.8,12.7,0.9956,3.32,11.7
5.8,12.7,0.9946,3.32,12.3
6.8,5.1,0.993,3,9.8
6.4,3.5,0.9934,3.03,9
7.3,12.7,0.9984,3.06,9.1
7.3,12.9,0.9984,3.06,9.1
7.3,12.9,0.9984,3.06,9.1
5.8,1.3,0.9908,3.32,11.4
6.1,10.5,0.9963,3.14,10.5
6.4,1.5,0.98914,3.13,12.4
7.3,12.7,0.9984,3.06,9.1
7.3,12.9,0.9984,3.06,9.1
8.3,1.2,0.9937,3.18,10.1
7.1,6.2,0.993,2.99,10.9
8.3,8.8,0.9956,3.13,11.05
5.8,3.9,0.98963,3.26,12.75
6,1.3,0.98961,3.36,12.7
6.9,9.1,0.9948,3.05,11.1
6.9,9.1,0.9948,3.05,11.1
5.8,3.9,0.98963,3.26,12.75
6.3,1.8,0.989315,3.19,13
6.5,2.1,0.989435,2.96,12
5.9,1.4,0.9899,3.35,11.5
6.4,14.7,0.998275,3.39,10.5
6.9,9.1,0.9948,3.05,11.1
6.8,1.9,0.9914,3.1,11.1
7,1.8,0.9915,3.11,11.1
6.4,9.6,0.9924,3.22,13.1
5.7,3.9,0.98963,3.26,12.75
6,1.3,0.98961,3.36,12.7
6.8,11.8,0.997,3.09,9.6
6.1,1.9,0.9914,3.26,11.7
6.1,12,0.997,3.17,9.7
5.9,7.9,0.9944,3.38,10.9
6.9,9.3,0.9958,3.34,10.7
5.4,4.6,0.98889,3.33,13.8
6,2.2,0.989465,3.11,12.15
5.6,10.2,0.9954,3.49,10.8
5.6,10.6,0.9947,3.4,10.7
7,1.4,0.9912,3.16,10.8
5.8,9.1,0.9965,3.66,10.8
8.6,11.1,0.9948,3.03,12
5.8,9.1,0.9965,3.66,10.8
6.4,4.4,0.9925,3.23,12.2
6.2,2.8,0.9936,3.18,9.4
5.8,1.1,0.9898,3.3,11.4
5.7,1.3,0.98948,3.35,12.5
5.6,1.2,0.98823,3.2,13.05
6.8,3.3,0.9896,3.1,12.4
6.2,9.7,0.9908,3.08,12.9
6.1,2.3,0.9906,3.34,12
5.9,1.1,0.9904,3.19,11.3
6.3,11.4,0.99754,3.21,10
4.8,1.2,0.9898,3.42,11.8
6,14.7,0.998365,2.99,9.4
5.7,13.8,0.99837,2.97,8.8
6,1.3,0.99125,3.46,11.1
6.3,6.3,0.9943,3.1,10.5
6.4,7.9,0.99488,2.86,9.3
5.9,2,0.99034,3.02,11.4
5,11.8,0.99322,3.41,11.8
5.4,1.2,0.98895,3.28,12.4
8,10,0.99457,3.12,11.6
6.4,5.2,0.99304,3.26,11.1
5.4,1.2,0.98895,3.28,12.4
6.4,7.2,0.99331,3.22,11.1
7,9.9,0.99435,3.01,11
6.7,5.3,0.99122,3.12,12.2
6.5,13.55,0.99544,3.2,11
5.8,2.2,0.989,3.32,12.9
7.1,9.9,0.99414,3.07,10.9
6.7,4.3,0.99014,3.22,13.4
6.7,13,0.99551,3.15,10.7
6.5,13.55,0.99544,3.2,11
6.5,1,0.9908,3.3,11.4
8.3,1.1,0.9927,3,10.2
6.9,6.9,0.99244,2.8,11
6.4,13.4,0.99752,3.06,9.1
5,4.6,0.99114,3.18,11
6.8,9.9,0.99326,3.11,11.5
6.5,3,0.9906,3.16,12
6.9,5.8,0.993,3.04,11.2
6.6,12.9,0.99479,3.12,11.2
6.2,3.2,0.98942,2.9,12.6
6,0.8,0.99036,3.14,11
5.9,2.5,0.99201,3.22,10.8
5.9,2.4,0.99184,3.25,10.9
5.8,7.2,0.99441,3.16,9.8
5.8,7.3,0.99442,3.15,9.8
7.1,6.3,0.99474,2.9,9.5
6.1,4.25,0.9916,3.26,11.26666667
7.3,1.2,0.99198,3.01,10.8
5.2,2,0.98949,3.36,13.4
6.1,4.25,0.9916,3.26,11.3
6.4,4.7,0.99556,3.22,8.9
6.4,4.5,0.99151,3.07,11.2
7.5,1.4,0.99158,3.22,11.5
6.5,4.1,0.9902,3.26,13
6.6,5.3,0.99204,3.36,12.6
6.4,4.2,0.98988,3.26,13.1
8.3,6.65,0.99344,3.05,11.2
6.3,8.2,0.99394,3.39,11.7
6.1,2.6,0.99153,3.18,10.9
6.1,2.6,0.99153,3.18,10.9
5.6,2,0.98981,3.04,11.6
5.7,12.2,0.99524,3.23,10.4
6.6,2.3,0.99221,3.22,10.9
6.3,8.2,0.99394,3.39,11.7
6.2,5,0.99318,3.23,10.8
5.8,10.7,0.99366,3.11,11.2
5.8,10.8,0.99494,3.25,10
6.5,1.7,0.99212,3.28,10.56666667
6,1.3,0.99018,3.04,11.73333333
6.5,1.7,0.99212,3.28,10.6
6.9,12.7,0.99596,3.26,10.5
6,1.3,0.99018,3.04,11.75
6.6,1.2,0.99094,3.01,11.4
5.7,1.3,0.98968,3.37,12.4
6.5,5.7,0.99392,3.24,10.1
6.8,3.4,0.99024,3.09,12.3
5,1.1,0.98774,3.32,13.1
5.9,1,0.99094,3.29,10.65
5.8,1,0.99044,3.36,11.4
6.7,1.65,0.9938,3.11,9.3
5.7,6.8,0.99432,3.44,10.2
5.6,6.8,0.99432,3.44,10.2
5.7,4.9,0.98966,3.26,13.1
6.1,1.4,0.99309,3.24,9.6
6.3,2.5,0.98868,3.1,12.8
6,10.8,0.9937,3.09,10.96666667
6,10.8,0.9937,3.09,10.96666667
6,10.8,0.9937,3.09,10.96666667
6,10.8,0.9937,3.09,11
7.1,2.8,0.98975,3.21,13.4
6.6,1.3,0.98984,2.87,11.2
6.6,2,0.99063,3.27,12.4
8,1.1,0.99168,3.09,11.2
7.3,8.2,0.99272,3.14,12.4
6,6,0.99362,3.32,10.13333333
6.1,6.1,0.99365,3.32,10.13333333
7.3,8.2,0.99272,3.14,12.4
6.4,8.8,0.99642,3.17,9.1
6.1,6.1,0.99365,3.32,10.15
6,6,0.99362,3.32,10.15
5.9,1.2,0.99134,3.46,11.5
6.6,11.4,0.99732,3.08,8.9
4.9,1.3,0.99212,3.47,10.46666667
4.9,1.3,0.99212,3.47,10.46666667
6,6.2,0.99161,3.28,11.8
5.8,3.2,0.9912,3.35,11.63333333
5.7,4.5,0.99332,3.29,10.6
6.5,9.9,0.99636,3.18,9.6
6,6.2,0.99161,3.28,11.8
6.6,11.4,0.99732,3.08,8.9
4.7,1.3,0.99212,3.47,10.5
6.8,1.3,0.99271,3.17,10.2
5.6,0.9,0.98845,3.29,13.1
6.8,0.7,0.9899,3.11,11.8
6.5,1,0.99004,3.06,12.2
6,1,0.99097,3.44,11.45
7.2,10.4,0.9966,3.23,10.5
6.8,1.3,0.99271,3.17,10.2
6.7,12.5,0.99666,2.88,9
6.7,12.5,0.99666,2.88,9
6.7,12.5,0.99666,2.88,9
6.7,12.5,0.99666,2.88,9
6.9,19.25,0.99954,2.93,9.1
6,1.1,0.99414,3.38,8.8
6.7,12.5,0.99666,2.88,9
6.9,19.25,0.99954,2.93,9.1
6.7,9,0.99188,3.13,12.9
6.1,1.2,0.98926,3.19,13
6.7,9,0.99188,3.13,12.9
7,1.3,0.99334,3.04,9.2
6.8,12.8,0.99659,3.1,9.8
6.8,12.8,0.99659,3.1,9.8
6.4,7.6,0.9948,3.26,10.1
6.4,7.6,0.9948,3.26,10.1
5.9,1.4,0.99074,3.33,10.9
6.3,8.3,0.9955,3.2,9.6
5.7,9,0.99474,3.36,10.4
6.1,1.85,0.98966,3.03,11.8
5.6,12.55,0.99564,3.4,10.8
7.2,1.4,0.99246,3.28,10.6
5.9,1.8,0.98984,3.35,12.7
5.4,4,0.99031,3.3,12.2
5.4,12.55,0.99564,3.4,10.8
5.7,9,0.99474,3.36,10.4
6.4,3,0.99216,3.25,11.1
6.1,1.85,0.98966,3.03,11.8
6.7,7.9,0.99512,3.29,10
5.5,2.6,0.9909,3.12,10.8
4.8,1.2,0.99132,3.31,10.3
5.2,7.1,0.99378,3.24,9.9
6.7,7.9,0.99512,3.29,10
6.6,1.3,0.99044,3.11,12.25
6.1,10.7,0.99521,3.34,10.2
6,7.7,0.99489,3.06,9.4
6.4,8.4,0.99495,3.18,9.7
6.1,10.7,0.99521,3.34,10.2
6.9,12.7,0.9954,3.04,10.4
6.3,1.8,0.99121,3.49,12.2
6,7.7,0.99489,3.06,9.4
7.2,10.5,0.99478,3.12,10.6
6.8,1.6,0.99346,3.27,10.7
7.9,1.85,0.99331,3.24,11.85
5.3,10.5,0.99321,3.34,11.7
5.3,10.5,0.99321,3.34,11.7
5.2,1,0.99218,3.55,10.15
5.5,1.2,0.9898,3.33,11.63333333
6,1.7,0.99144,3.22,10.8
6,1.6,0.99143,3.22,10.8
6.1,9,0.99234,3.25,12.3
5.5,1.9,0.98972,3.36,12.5
5.5,1.2,0.9898,3.33,11.65
6,1.5,0.99308,3.24,9.6
6.1,3.9,0.99218,3.24,10.9
6,3.6,0.99215,3.23,10.8
6,1.2,0.99185,3.32,11.2
5,5,0.99438,3.67,10
6.1,2.9,0.99314,3.44,10.5
6.3,10.4,0.99542,2.86,9.1
5.6,11.4,0.99428,3.23,10.5
6.1,18.35,0.99943,3.12,9.3
6.2,18.4,0.99946,3.13,9.3
6,1.2,0.99185,3.32,11.2
7.3,7.1,0.99472,3.14,10.6
5.1,1.3,0.9891,3.23,12.1
5.5,1.5,0.99076,3.43,12
6.4,10.2,0.99632,3.16,9.7
6.6,2.2,0.99,3.12,12.4
6,3.5,0.98872,3.18,13.6
6,3.5,0.98872,3.18,13.6
6.5,3.9,0.99102,2.98,11.8
6.6,7.4,0.99388,3.16,10
6.6,7.4,0.99388,3.16,10
6.2,11,0.99602,3.12,9.1
5.9,1.5,0.99057,3.47,11.9
5.3,3.9,0.99072,3.31,11.75
5.9,5.4,0.99224,3.24,11.4
5.2,1.5,0.98942,3.56,13
6.4,5,0.99171,3.27,12.4
6.6,1.2,0.99352,3.3,9.4
6.8,13,0.99705,3.16,9.6
6.8,13,0.99705,3.16,9.6
6.8,13,0.99705,3.16,9.6
6.8,13,0.99705,3.16,9.6
6.4,8.6,0.99654,3.16,9.1
5.2,1.7,0.98953,3.24,12
7.1,1.2,0.99132,3.16,11.2
5,1.2,0.99204,3.32,10.1
5.8,1.2,0.99185,3.13,10.3
5.9,2,0.98952,3.16,12.3
5.8,19.4,0.99704,2.97,10.55
6,0.8,0.99032,3.1,10.9
5.8,6.3,0.99382,3.15,9.7
5.6,6.4,0.99382,3.14,9.8
6.7,12.1,0.9974,3.04,8.9
6.7,12.1,0.9974,3.04,8.9
6.4,12.9,0.99546,3.02,10.2
6.9,2.4,0.99088,3.01,11.7
4.4,4.3,0.98904,3.46,12.8
3.9,4.2,0.989,3.57,12.8
6.4,12.9,0.99546,3.02,10.2
5.5,1.7,0.98758,3.15,13.55
6.2,2.2,0.9901,3.13,11.6
6.7,12.1,0.9974,3.04,8.9
4.7,3.4,0.98981,3.53,13.8
6,7.4,0.9952,3.19,9.4
6,7.3,0.99519,3.18,9.4
6.4,1.1,0.99142,3.17,10.7
6.4,1.1,0.99142,3.17,10.7
5.7,1.4,0.9897,3.31,12.3
5.9,14.5,0.99684,3.16,10.3
6.2,8,0.99445,3.11,10.4
6,1.1,0.99051,3.31,11.6
6.4,1.1,0.99142,3.17,10.7
5.8,2.2,0.98986,3.36,12.8
6.4,5.8,0.99189,3.18,11.9
6,0.9,0.98934,3.24,12.1
5.1,6.4,0.99449,3.23,9.2
6.6,10.9,0.99566,2.93,9.5
6,7.3,0.99252,2.91,11
7.3,8.3,0.9959,3.19,10.9
6,1.3,0.9924,3.21,10.4
5.4,3.3,0.99482,3.42,9.1
7,1,0.99103,3.32,11.4
5.1,1.1,0.98946,3.35,11.4
5.8,1,0.99212,3.1,9.7
5.7,5.1,0.99052,3.18,12.4
6.2,3.2,0.99026,3.2,13.7
6.1,12.6,0.99516,2.91,10.6
5.8,3.7,0.99128,3.2,11.2
6,1.7,0.9891,3.24,13.13333333
5.7,5.1,0.99052,3.18,12.4
5.8,1,0.99212,3.1,9.7
7,1.3,0.99176,3.19,11
6.8,1.5,0.99162,3.18,11.3
6.5,4.6,0.99193,3.2,12
6.4,10.3,0.9967,3.23,9.2
6,6.1,0.99462,3.48,10.7
6,6.1,0.99462,3.48,10.7
6.7,1.2,0.99058,3.1,11.4
6.4,10.3,0.9967,3.23,9.2
6,9.9,0.99258,3.1,12.1
5.8,1.6,0.99138,3.23,11.1
5.8,1.1,0.99271,3.27,9.7
5.9,1.5,0.9917,3.24,10.7
